name,born,species,timeline,realness,latitude,longitude,nearest_city,country_code,backstory,fourwordsname,invisible_comments
‘Abdu’l-Hamid II,1842,sapiens,ours,authenticated,41.013,28.984,Istanbul,TR,Politician,meunier-kiehn-josephin-richter,Pantheon
Alan Baker,1939,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Mathematician,dupuis-o-reilly-charlotta-kahlert,Pantheon
Arthur Koestler,1905,sapiens,ours,authenticated,47.4925,19.051389,Budapest,HU,Writer,dubois-armstrong-benno-urbansky,Pantheon
Anne Rice,1941,sapiens,ours,authenticated,29.95,-90.066667,"New Orleans, LA",US,Writer,dumas-kuvalis-stephanie-weight,Pantheon
Ambrose Bierce,1842,sapiens,ours,authenticated,39.08,-82.02,"Meigs County, OH",US,Writer,bourgeois-mills-lenia-thomas,Pantheon
Arthur Conan Doyle,1859,sapiens,ours,authenticated,55.953056,-3.188889,Edinburgh,GB,Writer,carre-welch-tina-burkhard,Pantheon
Robert F. Engle,1942,sapiens,ours,authenticated,43.046944,-76.144444,"Syracuse, NY",US,Economist,julien-schmitt-felicitas-leo,Pantheon
Robbie Coltrane,1950,sapiens,ours,authenticated,55.828,-4.224,Rutherglen,GB,Actor,roussel-gerlach-sienna-buscher,Pantheon
Bill Murray,1950,sapiens,ours,authenticated,42.077222,-87.723611,"Chicago, IL",US,Actor,mathieu-graham-loreen-bauer,Pantheon
Jack Wilshere,1992,sapiens,ours,authenticated,51.9,-0.2,Stevenage,GB,Soccer Player,le-roux-stark-malte-kinadeter,Pantheon
Criss Angel,1967,sapiens,ours,authenticated,40.704722,-73.617222,"Long Island, NY",US,Magician,charles-quigley-korinna-ahlke,Pantheon
Spartacus,-109,sapiens,ours,authenticated,,,Thrace,BG,Military Personnel,lambert-daniel-fabio-keiner,Pantheon
Henry Norris Russell,1877,sapiens,ours,authenticated,40.759444,-73.502778,"Long Island, NY",US,Astronomer,marchand-kohler-alessia-erdmann,Pantheon
William Shatner,1931,sapiens,ours,authenticated,45.466667,-73.666667,Côte Saint-Luc,CA,Actor,nicolas-gibson-paula-schulte,Pantheon
Lisa Marie Presley,1968,sapiens,ours,authenticated,35.117365,-89.971068,"Memphis, TN",US,Singer,nguyen-hermann-amelia-stanger,Pantheon
David Lee,1931,sapiens,ours,authenticated,41.017778,-73.675,"Lower Hudson Valley, NY",US,Physicist,legrand-doyle-sofia-geese,Pantheon
Michael Phelps,1985,sapiens,ours,authenticated,39.393056,-76.609444,"Towson, MD",US,Swimmer,moreau-beier-omar-gromisch,Pantheon
Saint Joseph,-90,sapiens,ours,authenticated,31.703056,35.195556,Bethlehem,PS,Religious Figure,poirier-torp-amelia-anding,Pantheon
Behgjet Pacolli,1951,sapiens,ours,authenticated,42.783333,19.466667,Priština,XK,Politician,nguyen-hermiston-carolina-haber,Pantheon
Mithridates VI of Pontus,-132,sapiens,ours,authenticated,42.033333,35.15,Sinop,TR,Politician,carpentier-schimmel-tabea-siener,Pantheon
Abdullah of Saudi Arabia,1924,sapiens,ours,authenticated,24.633333,46.716667,Riyadh,SA,Politician,benoit-schowalter-joelina-schuppel,Pantheon
Peter Jackson,1961,sapiens,ours,authenticated,-41.288889,174.777222,Wellington,NZ,Film Director,jean-klein-dana-hugo,Pantheon
Johann Wolfgang von Goethe,1749,sapiens,ours,authenticated,,,Frankfurt,DE,Writer,carpentier-schinner-christiano-balzer,Pantheon
Somchai Wongsawat,1947,sapiens,ours,authenticated,8.426111,99.504722,Chawang District,TH,Politician,lemaire-hodkiewicz-joshua-hohnheiser,Pantheon
Mélanie Laurent,1983,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Actor,vasseur-spinka-falk-stengel,Pantheon
Anwar Ibrahim,1947,sapiens,ours,authenticated,,,Cherok Tok Kun,MY,Politician,bernard-ankunding-alia-delonge,Pantheon
James S. Sherman,1855,sapiens,ours,authenticated,43.096569,-75.231887,"Utica, NY",US,Politician,carpentier-schmeler-yaren-ruckdeschel,Pantheon
Lester B. Pearson,1897,sapiens,ours,authenticated,43.689829,-79.478066,York,CA,Politician,charles-prosacco-mariam-gabius,Pantheon
Benito Mussolini,1883,sapiens,ours,authenticated,44.1,11.983333,Predappio,IT,Politician,lecomte-runolfsson-yannis-sussmann,Pantheon
Nelson Rockefeller,1908,sapiens,ours,authenticated,44.385833,-68.209444,"Bar Harbor, ME",US,Politician,schneider-wintheiser-alina-henkel,Pantheon
Freida Pinto,1984,sapiens,ours,authenticated,18.975,72.825833,Mumbai,IN,Actor,aubry-skiles-bennett-swillims,Pantheon
Dayana Mendoza,1986,sapiens,ours,authenticated,10.5,-66.916667,Caracas,VE,Model,menard-satterfield-mareike-lott,Pantheon
Massimo D'Alema,1949,sapiens,ours,authenticated,41.9,12.5,Rome,IT,Politician,paris-schuppe-onur-ritschel,Pantheon
Germaine Greer,1939,sapiens,ours,authenticated,-37.813611,144.963056,Melbourne,AU,Writer,blanc-feest-arne-spinner,Pantheon
Richard Wright,1943,sapiens,ours,authenticated,51.601,-0.3743,Hatch End,GB,Musician,rousseau-ernser-rosalie-wassiluk,Pantheon
Elena Ceauşescu,1916,sapiens,ours,authenticated,45.083,25.55,Petrești,RO,Politician,nicolas-gleason-taha-goldbeck,Pantheon
David Miliband,1965,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Politician,guillot-quigley-ilayda-bedewitz,Pantheon
Naomi Campbell,1970,sapiens,ours,authenticated,51.4279,-0.1235,Streatham,GB,Model,noel-jones-annalena-herzenberg,Pantheon
Shirley Temple,1928,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,cousin-zieme-lilly-tillack,Pantheon
George Eastman,1854,sapiens,ours,authenticated,42.931667,-75.376667,"Waterville, NY",US,Inventor,roche-jaskolski-talia-wenk,Pantheon
Stephen Hawking,1942,sapiens,ours,authenticated,51.751944,-1.257778,Oxford,GB,Physicist,girard-considine-elsa-steidl,Pantheon
Jennifer Love Hewitt,1979,sapiens,ours,authenticated,31.551389,-97.155833,"Waco, TX",US,Actor,blanc-feeney-eric-barylla,Pantheon
Hans Asperger,1906,sapiens,ours,authenticated,48.633333,16.833333,Hausbrunn,AT,Physician,adam-rice-claire-schult,Pantheon
Josh Brolin,1968,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,deschamps-schiller-arvid-nodler,Pantheon
Danny Welbeck,1990,sapiens,ours,authenticated,53.456,-2.2,Longsight,GB,Soccer Player,pons-walker-mika-poehn,Pantheon
Alice of the United Kingdom,1843,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Nobleman,fleury-schaden-corvin-kuprion,Pantheon
David Cook,1982,sapiens,ours,authenticated,29.762778,-95.383056,"Houston, TX",US,Singer,lacroix-o-hara-lion-danner,Pantheon
Albert Hofmann,1906,sapiens,ours,authenticated,47.466667,8.3,Baden,CH,Chemist,charles-quigley-nika-gerschler,Pantheon
Claude Lévi-Strauss,1908,sapiens,ours,authenticated,50.85,4.35,Brussels,BE,Philosopher,sanchez-heaney-jona-schottmann,Pantheon
Ji Yun-Nam,1976,sapiens,ours,authenticated,39.019444,125.738056,Pyongyang,KP,Soccer Player,martin-abshire-liah-norris,Pantheon
Julio Iglesias,1943,sapiens,ours,authenticated,40.4,-3.683333,Madrid,ES,Singer,olivier-osinski-pius-marschek,Pantheon
Dragan Đokanović,1958,sapiens,ours,authenticated,43.866667,18.416667,Sarajevo,BA,Politician,dupuy-von-nikita-wiese,Pantheon
Tacitus,56,sapiens,ours,authenticated,46.5,2.9,Gaul,FR,Historian,paul-walter-marit-herschmann,Pantheon
Aníbal Cavaco Silva,1939,sapiens,ours,authenticated,37.133,-8.15,Boliqueime,PT,Politician,masson-hauck-roman-aryee,Pantheon
Adolf Eichmann,1906,sapiens,ours,authenticated,51.166667,7.083333,Solingen,DE,Military Personnel,laine-weber-victoria-michallek,Pantheon
Rowan Atkinson,1955,sapiens,ours,authenticated,54.85,-1.83,Consett,GB,Actor,robert-barrows-jeremy-kraft,Pantheon
José Luis Rodríguez Zapatero,1960,sapiens,ours,authenticated,41.633333,-4.716667,Valladolid,ES,Politician,jacquet-streich-milla-einert,Pantheon
Françoise Barré-Sinoussi,1947,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Biologist,philippe-nienow-leonardo-soboll,Pantheon
David Coulthard,1971,sapiens,ours,authenticated,54.864589,-4.083276,Twynholm,GB,Racecar Driver,arnaud-lynch-aurora-knabe,Pantheon
Carlos the jackal,1949,sapiens,ours,authenticated,7.966667,-72.233333,Caracas,VE,Extremist,adam-rippin-fabian-gamlin,Pantheon
Andy Whitfield,1974,sapiens,ours,authenticated,53.406,-4.341,Amlwch,GB,Actor,caron-marquardt-bjarne-harting,Pantheon
Osamu Shimomura,1928,sapiens,ours,authenticated,35.011667,135.768333,Kyoto,JP,Chemist,olivier-osinski-nikolas-sonnabend,Pantheon
Peter Wentz,1979,sapiens,ours,authenticated,42.077222,-87.723611,"Chicago, IL",US,Musician,remy-williamson-janis-wickert,Pantheon
Alec Guinness,1914,sapiens,ours,authenticated,51.5274,-0.1899,Maida Vale,GB,Actor,joly-hudson-yannik-bruggmann,Pantheon
Ewan McGregor,1971,sapiens,ours,authenticated,56.397,-3.437,Perth,GB,Actor,dupuis-ondricka-kian-strieder,Pantheon
Kim Il-sung,1912,sapiens,ours,authenticated,39.019444,125.738056,Pyongyang,KP,Politician,jacquet-stoltenberg-benedikt-horak,Pantheon
William Penn,1644,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Politician,thomas-aufderhar-jonna-hocke,Pantheon
Rutherford B. Hayes,1822,sapiens,ours,authenticated,40.298889,-83.071944,"Delaware, OH",US,Politician,nguyen-hermiston-maurice-molitor,Pantheon
Franklin Pierce,1804,sapiens,ours,authenticated,43.114722,-71.895,"Hillsborough, NH",US,Politician,morin-gottlieb-jacob-rietscher,Pantheon
Kalomoira Saranti,1985,sapiens,ours,authenticated,40.696389,-73.6525,"Long Island, NY",US,Singer,fernandez-lind-sofie-schlitzer,Pantheon
Zachary Taylor,1784,sapiens,ours,authenticated,38.170833,-78.281667,"Barboursville, VA",US,Politician,joly-hudson-yannis-fischer,Pantheon
James Buchanan,1791,sapiens,ours,authenticated,39.865833,-77.9425,"Cove Gap, PA",US,Politician,pons-waelchi-caitlin-heinke,Pantheon
John Tyler,1790,sapiens,ours,authenticated,37.35,-77.06,"Charles City County, VA",US,Politician,barbier-kuhlman-talia-krull,Pantheon
Jaime Alguersuari,1990,sapiens,ours,authenticated,41.383333,2.183333,Barcelona,ES,Racecar Driver,guillaume-rempel-erik-engelmann,Pantheon
Saparmurat Niyazov,1940,sapiens,ours,authenticated,38,58.250556,Gypjak,TM,Politician,dumont-gutmann-jannes-frenzel,Pantheon
Walt Whitman,1819,sapiens,ours,authenticated,40.824167,-73.434444,"Long Island, NY",US,Writer,garcia-botsford-johanna-hornung,Pantheon
Anna Bergendahl,1991,sapiens,ours,authenticated,59.329444,18.068611,Stockholm,SE,Singer,faure-emard-betty-harter,Pantheon
Sergio Pérez,1990,sapiens,ours,authenticated,20.666667,-103.35,Guadalajara,MX,Racecar Driver,menard-sanford-ruben-oeser,Pantheon
Brian Kobilka,1955,sapiens,ours,authenticated,45.976389,-94.3625,"Little Falls, MN",US,Biologist,guillot-rath-emirhan-rosenthal,Pantheon
Ferdinand Magellan,1480,sapiens,ours,authenticated,41.284444,-7.595,Sabrosa,PT,Explorer,huet-turcotte-cheyenne-schott,Pantheon
Lenka,1978,sapiens,ours,authenticated,-36.666667,149.833333,Bega,AU,Singer,dupont-dach-tamino-kempter,Pantheon
Leonard Cohen,1934,sapiens,ours,authenticated,45.483333,-73.6,Montreal,CA,Writer,maillard-shanahan-henriette-cleem,Pantheon
Aesop,-620,sapiens,ours,authenticated,39.020556,31.289167,Other,UNK,Writer,michel-bosco-luka-von,Pantheon
Liam Hemsworth,1990,sapiens,ours,authenticated,-37.813611,144.963056,Melbourne,AU,Actor,blanchard-kreiger-rasmus-hirt,Pantheon
Jordan Henderson,1990,sapiens,ours,authenticated,54.9061,-1.38113,Sunderland,GB,Soccer Player,roche-jast-malik-bauschinger,Pantheon
Mohammad Reza Pahlavi,1919,sapiens,ours,authenticated,35.696111,51.423056,Tehran,IR,Politician,maillard-shanahan-jesper-kass,Pantheon
Gore Vidal,1925,sapiens,ours,authenticated,41.366667,-74.05,"Lower Hudson Valley, NY",US,Writer,benoit-schroeder-alexandra-tachl,Pantheon
Bobby Ray,1988,sapiens,ours,authenticated,36.102764,-80.260492,"Winston-Salem, NC",US,Singer,laurent-blanda-malena-gerson,Pantheon
Alessandro Del Piero,1974,sapiens,ours,authenticated,45.886756,12.3,Conegliano,IT,Soccer Player,berger-rowe-baris-wassilew,Pantheon
Nemanja Matić,1988,sapiens,ours,authenticated,44.456111,20.073889,Ub,RS,Soccer Player,roussel-gaylord-xaver-nitzsche,Pantheon
"Tenzin Gyatso, 14th Dalai Lama",1935,sapiens,ours,authenticated,36.378083,101.865889,Taktser,CN,Religious Figure,guerin-feil-kimberly-van,Pantheon
Rachel,-3500,sapiens,ours,authenticated,,,Paddan Aram,IQ,Religious Figure,collet-stroman-esther-rucker,Pantheon
Javier Pastore,1989,sapiens,ours,authenticated,-31.416667,-64.183333,Córdoba,AR,Soccer Player,perrin-gleichner-ylvi-maczey,Pantheon
Oprah Winfrey,1954,sapiens,ours,authenticated,33.058056,-89.588333,"Kosciusko, MS",US,Presenter,petit-bauch-carlo-carlsohn,Pantheon
Nick Griffin,1959,sapiens,ours,authenticated,51.6444,-0.1997,Chipping Barnet,GB,Politician,marty-yost-hugo-griem,Pantheon
Debby Ryan,1993,sapiens,ours,authenticated,34.73,-86.585,"Huntsville, AL",US,Actor,gautier-jacobi-marlo-moedl,Pantheon
Percy Bysshe Shelley,1792,sapiens,ours,authenticated,51.062,-0.325,Horsham,GB,Writer,laurent-blanda-ahmed-haupt,Pantheon
Lars Løkke Rasmussen,1964,sapiens,ours,authenticated,55.716667,9.533333,Vejle,DK,Politician,jacquet-stoltenberg-aliyah-weis,Pantheon
Fabio,1990,sapiens,ours,authenticated,-22.505,-43.178889,Petrópolis,BR,Soccer Player,laurent-block-fatima-jamrozy,Pantheon
Jóhanna Sigurðardóttir,1942,sapiens,ours,authenticated,64.133333,-21.933333,Reykjavik,IS,Politician,meunier-kilback-sam-kurnicki,Pantheon
Meister Eckhart,1260,sapiens,ours,authenticated,50.789722,10.616667,Tambach-Dietharz,DE,Philosopher,michel-borer-salih-kluwe,Pantheon
Kevin Love,1988,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Basketball Player,lefebvre-bogan-milana-eifert,Pantheon
Martin Kelly,1990,sapiens,ours,authenticated,53.413,-2.798,Whiston,GB,Soccer Player,chevalier-hane-eleni-sewald,Pantheon
Jay Spearing,1988,sapiens,ours,authenticated,53.423,-3.065,Wallasey,GB,Soccer Player,perez-koelpin-lennard-strieder,Pantheon
Jennifer Aniston,1969,sapiens,ours,authenticated,34.151111,-118.448333,"Los Angeles, CA",US,Actor,berger-runolfsdottir-marlo-gromisch,Pantheon
Elisha Cuthbert,1982,sapiens,ours,authenticated,51.05,-114.066667,Calgary,CA,Actor,guillaume-reynolds-jerome-schumacher,Pantheon
Emily Browning,1988,sapiens,ours,authenticated,-37.813611,144.963056,Melbourne,AU,Actor,charpentier-toy-lennart-spahn,Pantheon
Joe Satriani,1956,sapiens,ours,authenticated,40.758889,-73.588056,"Long Island, NY",US,Musician,fontaine-halvorson-helin-henry,Pantheon
Rod Steiger,1925,sapiens,ours,authenticated,40.822778,-72.664444,"Long Island, NY",US,Actor,paul-watsica-eveline-teufel,Pantheon
Elena Dementieva,1981,sapiens,ours,authenticated,55.75,37.616667,Moscow,RU,Tennis Player,huet-ullrich-len-thone,Pantheon
Muntadhar al Zaidi,1979,sapiens,ours,authenticated,33.333333,44.433333,Iraq,IQ,Journalist,henry-funk-annalena-reuss,Pantheon
Kublai Khan,1215,sapiens,ours,authenticated,46,105,Other,CN,Politician,carre-weimann-medine-sailer,Pantheon
Moussa Dadis Camara,1964,sapiens,ours,authenticated,9.619444,-13.609167,Koure,GN,Politician,marchand-koelpin-lenny-kolb,Pantheon
Rock Hudson,1925,sapiens,ours,authenticated,42.106111,-87.737778,"Chicago, IL",US,Actor,dupont-cummings-arda-lindner,Pantheon
Diego Contento,1990,sapiens,ours,authenticated,48.133333,11.566667,Munich,DE,Soccer Player,garcia-botsford-levent-finke,Pantheon
Joseph Campbell,1904,sapiens,ours,authenticated,41.04,-73.778611,"Lower Hudson Valley, NY",US,Writer,garcia-botsford-sena-tonn,Pantheon
Mark Zuckerberg,1984,sapiens,ours,authenticated,41.04,-73.778611,"Lower Hudson Valley, NY",US,Businessperson,arnaud-lynch-angelo-leiwesmeier,Pantheon
Katherine Heigl,1978,sapiens,ours,authenticated,,,"Washington, D.C.",US,Actor,gauthier-gusikowski-fabio-oppong,Pantheon
Jennifer Garner,1972,sapiens,ours,authenticated,29.762778,-95.383056,"Houston, TX",US,Actor,martin-adams-jaden-zimanyi,Pantheon
Henrietta Maria of France,1609,sapiens,ours,authenticated,48.861111,2.336389,Louvre,FR,Companion,dufour-koss-joana-wolfarth,Pantheon
Emperor Meiji,1852,sapiens,ours,authenticated,35.011667,135.768333,Kyoto,JP,Politician,perez-koelpin-valerie-thust,Pantheon
Gianluca Ramazzotti,1970,sapiens,ours,authenticated,41.9,12.5,Rome,IT,Actor,lefevre-crona-claire-gierisch,Pantheon
Sarah Jessica Parker,1965,sapiens,ours,authenticated,39.455278,-82.225556,"Nelsonville, OH",US,Actor,barre-wuckert-denny-pohland,Pantheon
Lee Min Ho,1987,sapiens,ours,authenticated,,,Seoul,KR,Actor,muller-flatley-timm-lutje,Pantheon
Gemma Arterton,1986,sapiens,ours,authenticated,51.4415,0.3685,Gravesend,GB,Actor,girard-connelly-liana-grotzinger,Pantheon
Lobsang Sangay,1968,sapiens,ours,authenticated,27.05,88.266667,Darjeeling,IN,Politician,paul-watsica-janek-kerl,Pantheon
Ron-Robert Zieler,1989,sapiens,ours,authenticated,50.936389,6.952778,Cologne,DE,Soccer Player,garnier-ebert-lucien-schwandke,Pantheon
Shaggy,1968,sapiens,ours,authenticated,17.983333,-76.8,Kingston,JM,Singer,riviere-rau-helen-roos,Pantheon
Tom Cleverley,1989,sapiens,ours,authenticated,51.2667,-1.0876,Basingstoke,GB,Soccer Player,morin-gottlieb-marko-breuer,Pantheon
Sirhan Sirhan,1944,sapiens,ours,authenticated,31.783333,35.216667,Jerusalem,IL,Extremist,vidal-metz-julia-delonge,Pantheon
H. Jon Benjamin,1966,sapiens,ours,authenticated,42.266667,-71.8,"Worcester, MA",US,Actor,collet-streich-linn-abel,Pantheon
Aysel Teymurzadeh,1989,sapiens,ours,authenticated,40.395278,49.882222,Baku,AZ,Singer,guillot-quigley-malin-bienias,Pantheon
Jeff Goldblum,1952,sapiens,ours,authenticated,40.394444,-79.915278,"West Homestead, PA",US,Actor,charpentier-towne-ariane-schniedermeier,Pantheon
Stephan El Shaarawi,1992,sapiens,ours,authenticated,44.3,8.483333,Savona,IT,Soccer Player,martin-abernathy-oke-rossberg,Pantheon
Sam Neill,1947,sapiens,ours,authenticated,54.59,-7.29,Omagh,GB,Actor,carre-west-ellen-fenske,Pantheon
George E. Smith,1930,sapiens,ours,authenticated,41.04,-73.778611,"Lower Hudson Valley, NY",US,Physicist,girard-considine-jared-bachmann,Pantheon
Chris O'Donnell,1970,sapiens,ours,authenticated,42.106111,-87.737778,"Chicago, IL",US,Actor,henry-friesen-joe-schreiner,Pantheon
Catherine Howard,1521,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Companion,hubert-pouros-lydia-hargasser,Pantheon
Sterling Knight,1989,sapiens,ours,authenticated,32.178889,-80.743056,"Hilton Head Island, SC",US,Actor,perez-kling-luzie-knut,Pantheon
Blake Lively,1987,sapiens,ours,authenticated,34.17333,-118.55306,"Los Angeles, CA",US,Actor,riviere-rau-riccardo-diekmann,Pantheon
Marco Reus,1989,sapiens,ours,authenticated,51.516667,7.466667,Dortmund,DE,Soccer Player,duval-homenick-toni-caspari,Pantheon
Kevin Großkreutz,1988,sapiens,ours,authenticated,51.516667,7.466667,Dortmund,DE,Soccer Player,le-roux-stehr-simeon-krause,Pantheon
Davide Santon,1991,sapiens,ours,authenticated,44.7,11.8,Portomaggiore,IT,Soccer Player,vidal-mertz-thorge-grams,Pantheon
Shannen Doherty,1971,sapiens,ours,authenticated,35.117365,-89.971068,"Memphis, TN",US,Actor,giraud-mc-dermott-juri-liebach,Pantheon
Xzibit,1974,sapiens,ours,authenticated,42.331389,-83.045833,"Detroit, MI",US,Singer,gauthier-grimes-joscha-koczulla,Pantheon
Brian Eno,1948,sapiens,ours,authenticated,52.0935,1.3179,Woodbridge,GB,Musician,arnaud-lynch-mandy-bogenrieder,Pantheon
James McAvoy,1979,sapiens,ours,authenticated,55.94,-4.69,Port Glasgow,GB,Actor,marchal-simonis-heidi-pajonk,Pantheon
Robert Burns,1759,sapiens,ours,authenticated,55.43,-4.636,Alloway,GB,Writer,gautier-jacobi-tuana-vona,Pantheon
Alex Salmond,1954,sapiens,ours,authenticated,55.97905,-3.61054,Linlithgow,GB,Politician,huet-ullrich-henry-restorff,Pantheon
Amanda Bynes,1986,sapiens,ours,authenticated,34.189444,-118.875,"Los Angeles, CA",US,Actor,paris-schumm-rosa-schreck,Pantheon
Andry Rajoelina,1974,sapiens,ours,authenticated,-18.933333,47.516667,Antananarivo,MG,Politician,royer-tromp-leandra-gamlin,Pantheon
"Donatien Alphonse François de Sade, Marquis de Sade",1740,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Writer,le-roux-stehr-amy-reinhardt,Pantheon
Elena Gheorghe,1985,sapiens,ours,authenticated,44.366667,25.95,Clinceni,RO,Singer,nicolas-gislason-franka-zeyen,Pantheon
Kris Allen,1985,sapiens,ours,authenticated,34.870278,-92.115278,"Jacksonville, AR",US,Singer,jean-klein-mariam-habel,Pantheon
Rick Ross,1976,sapiens,ours,authenticated,34.23,-90.6,"Clarksdale, MS",US,Singer,marie-kuhic-amy-caspers,Pantheon
Paulette Goddard,1910,sapiens,ours,authenticated,40.792,-73.809,"New York, NY",US,Actor,lemaire-hirthe-finia-riepl,Pantheon
Vukašin Brajić,1984,sapiens,ours,authenticated,44.766667,16.666667,Sanski Most,BA,Singer,fernandez-lind-valentina-schultz,Pantheon
Peter Paul Rubens,1577,sapiens,ours,authenticated,50.883333,8.016667,Siegen,DE,Painter,durand-beatty-josefine-jander,Pantheon
Karl-Theodor zu Guttenberg,1971,sapiens,ours,authenticated,48.133333,11.566667,Munich,DE,Politician,perrot-wisozk-danilo-schelk,Pantheon
Aubrey Graham,1986,sapiens,ours,authenticated,43.7,-79.4,Toronto,CA,Singer,deschamps-schiller-jona-effler,Pantheon
Ramesses II,-1303,sapiens,ours,authenticated,,,Other,EG,Politician,lucas-kessler-tia-kowalinski,Pantheon
